0.419966,0,0,112.974,0.266976,0.963494,0.0172598,-0.0102777
0.519922,0,-0.0697722,112.97,0.266282,0.963669,0.0180394,-0.0105043
0.619878,0,-0.139544,112.966,0.265411,0.963904,0.018307,-0.0105123
0.72988,0,-0.139544,112.965,0.264899,0.964043,0.0188473,-0.00975514
0.830055,0,-0.209317,112.96,0.263671,0.964386,0.0188973,-0.00893278
0.939844,0,-0.279089,112.953,0.261821,0.964898,0.0186186,-0.00862447
1.03983,0,-0.348861,112.946,0.260341,0.965299,0.0185962,-0.00864044
1.13984,0,-0.348861,112.944,0.258637,0.965752,0.0189549,-0.00843288
1.24981,0,-0.418633,112.947,0.256924,0.966196,0.0197857,-0.00801718
1.35002,0,-0.418633,112.948,0.255656,0.966523,0.020353,-0.00767833
1.45976,0,-0.488406,112.944,0.254331,0.966866,0.0204281,-0.00824519
1.55978,0,-0.488406,112.94,0.252743,0.96728,0.0201466,-0.00913157
1.65976,0,-0.558178,112.934,0.251246,0.967673,0.0197073,-0.00983193
1.76975,0,-0.62795,112.924,0.249246,0.968194,0.0195837,-0.00968341
1.86982,0.424232,-0.62795,112.92,0.246739,0.968832,0.0198636,-0.00944903
1.96969,0.424232,-0.697722,112.914,0.24418,0.969476,0.0202336,-0.00908597
2.07972,0.424232,-0.767494,112.91,0.241285,0.970198,0.0207209,-0.00824718
2.17968,0.424232,-0.837267,112.911,0.238334,0.970927,0.0210749,-0.00735578
2.28968,0.424232,-0.907039,112.91,0.235378,0.971648,0.0212943,-0.00655413
2.38969,0.424232,-1.04658,112.909,0.232613,0.972324,0.0209801,-0.00611309
2.48966,0.424232,-1.11636,112.902,0.229762,0.973015,0.0204818,-0.00553935
2.59966,0.424232,-1.18613,112.893,0.226806,0.97372,0.0200644,-0.0050422
2.69962,0.424232,-1.32567,112.881,0.22431,0.974307,0.0197297,-0.00471559
2.79974,0.424232,-1.46522,112.865,0.222146,0.974805,0.0196005,-0.00475155
2.90967,0.848464,-1.60476,112.851,0.220138,0.975262,0.0194423,-0.00499302
3.0096,0.848464,-1.74431,112.846,0.217999,0.975737,0.0196936,-0.00516664
3.1196,0.848464,-1.88385,112.839,0.215459,0.976279,0.0204802,-0.00608343
3.21956,0.848464,-2.02339,112.833,0.213399,0.976723,0.0207817,-0.00635583
3.31972,0.848464,-2.23271,112.824,0.211143,0.977217,0.0205529,-0.00664649
3.42957,0.848464,-2.44203,112.814,0.208666,0.977769,0.019337,-0.00720017
3.52948,1.2727,-2.65134,112.804,0.206433,0.978249,0.0190209,-0.00723801
3.6395,1.2727,-2.86066,112.798,0.203518,0.978853,0.0187985,-0.00864067
3.73946,1.2727,-3.06998,112.786,0.200367,0.979502,0.0179815,-0.0103
3.8396,1.2727,-3.34907,112.763,0.197169,0.980161,0.0165779,-0.0115423
3.94944,1.69693,-3.55838,112.733,0.19406,0.980828,0.0135838,-0.0114736
4.04944,1.69693,-3.83747,112.716,0.19085,0.981493,0.0119075,-0.0103365
4.15942,1.69693,-4.11656,112.715,0.187168,0.982186,0.0127146,-0.0108348
4.25943,1.69693,-4.39565,112.713,0.184072,0.982724,0.0143808,-0.0128098
4.35952,2.12116,-4.67474,112.709,0.181313,0.983202,0.0152711,-0.0143561
4.46938,2.12116,-5.0236,112.699,0.178522,0.983686,0.0160006,-0.0153338
4.56944,2.12116,-5.30269,112.69,0.176722,0.984002,0.0155496,-0.0163613
4.66936,2.12116,-5.58178,112.669,0.175631,0.984191,0.0149688,-0.0172507
4.77939,2.54539,-5.93064,112.651,0.175151,0.984286,0.0145446,-0.0170481
4.87938,2.54539,-6.2795,112.637,0.175402,0.984258,0.0145228,-0.0161
4.98938,2.54539,-6.62836,112.619,0.176981,0.983995,0.0142059,-0.0151533
5.0893,2.54539,-6.90745,112.596,0.17969,0.983518,0.0126627,-0.0156189
5.1893,2.96962,-7.25631,112.58,0.182697,0.983002,0.0118951,-0.0137164
5.29948,2.96962,-7.60517,112.569,0.186121,0.982379,0.0112523,-0.0128047
5.39931,2.96962,-7.88426,112.566,0.188942,0.981839,0.0113336,-0.0128137
5.50926,3.39386,-8.23312,112.572,0.192361,0.981128,0.0122749,-0.0153189
5.60926,3.39386,-8.58198,112.577,0.195373,0.980491,0.0128532,-0.0173616
5.70929,3.39386,-8.86107,112.581,0.198699,0.979818,0.0129285,-0.0175655
5.81943,3.81809,-9.20993,112.59,0.2023,0.97911,0.0126757,-0.0160678
5.91925,3.81809,-9.55879,112.589,0.205053,0.97857,0.0123166,-0.0142458
6.02919,3.81809,-9.90766,112.593,0.208095,0.977934,0.0123765,-0.0137134
6.12919,4.24232,-10.1867,112.597,0.210652,0.97738,0.012941,-0.0136858
6.22915,4.24232,-10.5356,112.601,0.212868,0.976884,0.0133512,-0.014375
6.33926,4.24232,-10.8845,112.602,0.214649,0.976461,0.013826,-0.0161019
6.43914,4.66655,-11.1636,112.604,0.216334,0.976054,0.0142584,-0.0177529
6.54917,4.66655,-11.5124,112.603,0.217944,0.975662,0.0149814,-0.0189774
6.64909,4.66655,-11.8613,112.605,0.219026,0.975426,0.0149083,-0.0186914
6.74911,5.09079,-12.1404,112.606,0.220766,0.975051,0.0145635,-0.0180609
6.85913,5.09079,-12.4892,112.608,0.222588,0.974685,0.0135532,-0.0161348
6.95909,5.09079,-12.7683,112.609,0.224399,0.974286,0.0130054,-0.0155972
7.05906,5.51502,-12.9776,112.609,0.226807,0.97373,0.0127767,-0.0156672
7.1691,5.51502,-13.2567,112.609,0.229675,0.973038,0.0125259,-0.0170037
7.26913,5.51502,-13.466,112.608,0.231789,0.972522,0.0124457,-0.0179067
7.37905,5.51502,-13.7451,112.605,0.233857,0.972005,0.0120762,-0.0192496
7.47901,5.93925,-13.9544,112.602,0.235848,0.971523,0.0114764,-0.0196757
7.579,5.93925,-14.094,112.603,0.237736,0.971087,0.0109384,-0.0187419
7.68901,5.93925,-14.3033,112.605,0.239134,0.970768,0.0105094,-0.0177496
7.78897,5.93925,-14.4429,112.606,0.240591,0.9704,0.0104554,-0.0181606
7.88901,5.93925,-14.5824,112.606,0.241929,0.970065,0.0103685,-0.0183436
7.999,5.93925,-14.6522,112.609,0.243146,0.969772,0.0105907,-0.0175937
8.09908,5.93925,-14.7219,112.61,0.243857,0.969614,0.010286,-0.0166152
8.20892,5.93925,-14.8615,112.608,0.24453,0.969462,0.00904255,-0.0163378
8.30908,6.36348,-14.9313,112.605,0.245182,0.969297,0.00776684,-0.0169799
8.4089,6.36348,-15.001,112.602,0.245494,0.969214,0.00675384,-0.0176603
8.51886,6.36348,-15.0708,112.6,0.24563,0.96917,0.00631428,-0.0183175
8.61888,6.36348,-15.1406,112.599,0.245516,0.969197,0.00629835,-0.0184104
8.72889,6.36348,-15.2103,112.598,0.244868,0.969365,0.0061658,-0.0182671
8.82904,6.36348,-15.2801,112.597,0.243765,0.969648,0.00600736,-0.018036
8.92882,6.36348,-15.3499,112.596,0.242128,0.970059,0.00592515,-0.0179998
9.03882,6.36348,-15.4894,112.595,0.239714,0.970657,0.00581838,-0.0181199
9.13878,6.36348,-15.5592,112.593,0.237355,0.971231,0.00559182,-0.0184585
9.23879,6.36348,-15.629,112.591,0.234924,0.971821,0.00542954,-0.0185751
9.34903,6.36348,-15.7685,112.59,0.232156,0.972491,0.00518185,-0.0184052
9.44875,6.36348,-15.8383,112.588,0.229436,0.973142,0.00483802,-0.0181726
9.55875,6.78771,-15.9778,112.586,0.226242,0.973892,0.00426931,-0.0182122
9.65874,6.78771,-16.0476,112.584,0.223057,0.974625,0.00367293,-0.0183849
9.75872,6.78771,-16.1872,112.582,0.219748,0.975373,0.00332758,-0.0186306
9.86877,6.78771,-16.3267,112.58,0.215846,0.976244,0.00303265,-0.0186561
9.96874,6.78771,-16.4662,112.58,0.211992,0.977098,0.00264335,-0.0181962
10.0787,6.78771,-16.6058,112.579,0.207572,0.978049,0.00220898,-0.0181258
10.1787,6.78771,-16.7453,112.579,0.203554,0.978892,0.00205485,-0.0182131
10.2786,7.21195,-16.9546,112.579,0.199576,0.979711,0.00222796,-0.0181699
10.3887,7.21195,-17.0942,112.58,0.195342,0.980568,0.00262162,-0.0179202
10.4886,7.21195,-17.3035,112.58,0.191709,0.981291,0.00285416,-0.0175652
10.5887,7.21194,-17.5128,112.581,0.188406,0.981924,0.0031489,-0.0178408
10.6987,7.21195,-17.7221,112.582,0.185044,0.982566,0.00314878,-0.0176756
10.7987,7.21195,-17.9315,112.583,0.18211,0.98312,0.00304113,-0.0173779
10.9086,7.63618,-18.2106,112.582,0.179476,0.983614,0.00276819,-0.0168332
11.0086,7.63618,-18.4896,112.582,0.178117,0.983862,0.00259692,-0.016847
11.1086,7.63618,-18.699,112.583,0.177504,0.983981,0.00251627,-0.0163614
11.2185,7.63618,-19.0478,112.584,0.177984,0.983905,0.00247487,-0.0156944
11.3187,7.63618,-19.3269,112.585,0.17879,0.983762,0.00203411,-0.0155863
11.4285,8.06041,-19.606,112.584,0.179577,0.983606,0.0014935,-0.0164231
11.5285,8.06041,-19.9549,112.581,0.180028,0.983511,0.00123326,-0.0171769
11.6285,8.06041,-20.3037,112.58,0.18052,0.983424,0.00161898,-0.0169444
11.7385,8.48464,-20.6526,112.582,0.1811,0.983327,0.00304183,-0.0161825
11.8385,8.48464,-21.0014,112.585,0.18159,0.983239,0.00462508,-0.0156725
11.9384,8.48464,-21.3503,112.589,0.182051,0.983141,0.00665988,-0.0156834
12.0484,8.48464,-21.7689,112.594,0.182725,0.983009,0.00873837,-0.0151029
12.1484,8.90887,-22.1178,112.599,0.183253,0.982893,0.0104205,-0.0151855
12.2584,8.90887,-22.4667,112.602,0.183798,0.98278,0.0112308,-0.0153274
12.3584,8.90887,-22.8853,112.6,0.184437,0.982665,0.011135,-0.0151273
12.4584,9.33311,-23.2341,112.594,0.18493,0.982584,0.0104822,-0.014841
12.5684,9.33311,-23.6528,112.587,0.18544,0.982487,0.00996448,-0.0152185
12.6684,9.33311,-24.0016,112.581,0.186065,0.982367,0.00939069,-0.0156961
12.7783,9.75734,-24.4203,112.576,0.186881,0.982216,0.00906911,-0.0156461
12.8784,9.75734,-24.7691,112.574,0.18765,0.98207,0.0090049,-0.0156729
12.9783,9.75734,-25.1878,112.574,0.188899,0.981831,0.00920296,-0.0155264
13.0883,10.1816,-25.5366,112.574,0.190707,0.981474,0.0100451,-0.0154283
13.1883,10.1816,-25.9553,112.571,0.192143,0.98119,0.0103117,-0.0155493
13.2883,10.1816,-26.3041,112.568,0.19366,0.980891,0.010308,-0.0155816
13.3984,10.6058,-26.7228,112.565,0.195493,0.980533,0.010028,-0.0154098
13.4983,10.6058,-27.0716,112.562,0.197062,0.980232,0.00957509,-0.0148048
13.6084,10.6058,-27.4903,112.562,0.19874,0.979897,0.00939235,-0.0146801
